3-800-8-2-2-800-17-1;99; 374.89; 43.08; 6.2698611145E8; 14.09
3-800-8-2-2-800-17-1;81; 458.72; 15.62; 4.8070523E8; 13.52
3-800-8-2-2-800-17-1;81; 458.72; 15.62; 4.8070523E8; 13.52
3-800-8-2-2-800-17-1;81; 458.72; 15.62; 4.8070523E8; 13.52
3-800-8-2-2-800-17-1;93; 401.53; 24.6; 5.7279688955E8; 14.05
3-800-8-2-2-800-17-1;93; 401.53; 24.6; 5.7279688955E8; 14.05
3-800-8-2-2-800-17-1;93; 401.53; 24.6; 5.7279688955E8; 14.05
3-800-8-2-2-800-17-1;93; 401.53; 24.6; 5.7279688955E8; 14.05
